UnitCode,UnitName,Faculty,Sypnosis,Preqs,Proh
MIC2022,Microbes in health and disease,sci,"Builds on MIC2011 and focuses on the interactions of micro-organisms with each other or with other types of living organisms. Describes the practical importance of micro-organisms in health and disease. Aspects of infection studied include pathogenesis, epidemiology and  basic immunity. Viruses are introduced, including an explanation of how their structure is related to their classification and strategies of replication in living cells. Several human infectious diseases are studied in detail, including examples of bacterial, viral and parasitic diseases that have major impacts on human health.",MIC2011 + Recommended: MOL2011 and MOL2022,"BMS2052, BTH2722"
MIC3011,Molecular microbiology,sci,"This unit concentrates on specific aspects of bacterial molecular biology. Areas examined include the molecular biology of plasmids and genetic elements such as plasmids, transposons, integrons and pathogenicity islands, recombination and DNA repair mechanisms. The ability of bacteria to control gene expression in response to extracellular signals will also be examined, as well as the intracellular transport and secretion of macromolecules, and some aspects of bacterial genomics.","At least two of BMS2052, BMS2062, MCB2011, MCB2022, MIC2011, MIC2022, MOL2011 and MOL2022",
MIC3022,Molecular virology and viral pathogenesis,sci,"The unit will cover molecular aspects of virus replication and introduce students to the mechanisms used by viruses to infect hosts and cause disease. The focus will be on human and animal viruses and will include the most up-to-date research as well as areas of major worldwide concern, such as emerging viral infections. The molecular properties used by different viruses for infection, replication and transmission will be presented. Theory will be underpinned by practical experiments that will provide experience in working with viruses, in addition to a variety of current hierological techniques used in research and diagnostic laboratories.","At least two of BMS2052, BMS2062, MCB2011, MCB2022, MIC2011, MIC2022, MOL2011 and MOL2022",
MIC3032,Pathogenesis of bacterial infectious diseases,sci,"The unit will introduce the student to the methods and approaches used to analyse pathogenic mechanisms of bacterial infections. The emphasis is on genetic approaches to studying pathogenesis, processes in pathogenesis, bacterial exotoxins and endotoxins. The details of these processes for  selected bacterial infections will be studied by discussion of the most recent scientific research literature in this area.",BMS2052 or MIC2022,
MIC3041,Medical microbiology,sci,"In this unit, aspects of microbiology are presented which are relevant to infectious diseases. It builds on the content of previous subjects providing a basis of the study of medical microbiology, especially the nature of microbial infections of different body systems, immunity and mechanisms of host resistance, vaccines and the mode of action of antibiotics and how microbes become resistant to them.",BMS2052 or MIC2022,BTH3722
MIC3990,Action in microbiology research project,sci,"This unit provides the opportunity for high achieving students to work with an academic supervisor and complete a research project in Microbiology.  The research project may be chosen from a list of projects available at the beginning of semester from the Department of Microbiology. The unit convener and supervisor must approve the project topic at the time of the enrolment. Students will work in a research laboratory to obtain data, will complete a written preliminary and final report and will give a series of oral presentations on their work.","Permission from the Head of Microbiology. Students must have completed all first and second level units in their approved major, and be able to demonstrate that they have an appropriate project and supervisor/s. 12 points of study in the discipline area at 2nd year level and a grade point average of at least 70 over 24 points in relevant units at second or third year level.",
MID1000,Introduction to Midwifery,med," The focus of learning for this unit is the role of the midwife and their function within the contemporary maternity environments.Students will explore the philosophical foundations of midwifery practice and demonstrate an understanding of the basic premises ""being with woman"", ""woman centeredness"" and ""working in partnership"" in preparation for assuming the role of a midwife.Students will be introduced to the significance of health promotion in midwifery practice and gain a preliminary understanding of the importance of women's health assessments.This unit will also introduce students to specific cultural and ethical considerations that are important in the provision of maternity care for women from a variety of backgrounds.",,
MID1002,Making practice connections,med,"Students learning will focus on well women's experiences of recognising pregnancy, their response to becoming pregnant, the changes encountered from early pregnancy through to the early weeks after birth, the midwife's roles relating to health assessment, health promotion, primary level health counselling, and working with well women during childbearing.",BMA1901 and NUR1101 or NUR1010.,
MID1003,The childbearing journey,med,"This unit will provide the foundational knowledge required by midwifery students to effectively care for women during preconception through to early parenting. The focus will be on the knowledge required by midwives to be able to apply both the physiological and psychological adaptations of women during pregnancy, birth, and the first weeks after birth.",,
MID2000,Foundations for midwifery practice,med," This unit introduces students to the foundational knowledge required by midwives to effectively care for women and their babies from preconception through to early parenting.Students will explore the philosophical basis of contemporary midwifery practice.Learning will also focus on the physiological and psychosocial adaptation of the healthy woman and child, and the application of this understanding, and the provision of woman centered midwifery care.",BMA1901 and NUR1010,"MID1002, MID1003"
MID2010,Working with birthing women,med,"The focus of this 12 credit point unit is to develop midwifery knowledge and skills related to working with women throughout labour and birth. This unit will enable the student to develop skills and confidence clinical assessment of the woman and her baby. Assessment of labour  progress, common interventions and pain management are explored. Students will also  analyse the mechanisms of labour, and be introduced to the management of childbirth complications. They will be provided with both 'simulated' and 'real' opportunities to develop skills and knowledge that will enable them to provide effective care to birthing women. The clinical practice component will provide students with opportunities to incorporate theoretical learning directly into midwifery practice.","BMA1912, NUR1102; either MID2000 or both MID1002 and MID1003","MID2004, MID2105."
MID2110,Complementary therapies: An evidence based approach,med,"This unit introduces students to the broad range of therapies listed under the umbrella term of 'complementary and alternative medicine '(CAM). Students will have the opportunity to consider the underlying philosophy and reasons why the treatments have become increasingly popular in a contemporary health care setting. Using an evidence based approach, the benefits and risks of the major modalities will be considered. The concept of 'integrative medicine' and the role and responsibilities of health care professionals will also be explored.",,
MID3000,Theory and practice of complex midwifery,med,"This theory and practice unit introduces students to the complexities of childbearing and emergency birthing challenges that women may experience during pregnancy, labour and birth and the first weeks after birth. The focus is on students developing their knowledge and skills relating to midwifery and obstetric management of these challenges. Emphasis is given to the collaborative role of the midwife, referral, use of medical technology, obstetric intervention, and the implications for women, their babies, and midwives. Whilst recognising the role of other healthcare practitioners, midwifery care will be central. Students will be introduced to the use of medical technology and obstetrical intervention whilst maintaining a woman-centred focus.","Course 3562: MID2102; Courses 3953 or 4514: MID1002 or MID2000, and either MID2105 or MID2010",
MID3103,Childbearing obstacles,med,"This unit introduces students to childbearing and emergency birthing obstacles that women may experience. Midwifery and obstetric management of childbearing obstacles will be explored. Emphasis is given to the collaborative role of the midwife, referral, use of medical technology, obstetric intervention, and the implications for women, their babies, and midwives.","MID2004, and  MID2006 or MID2105.",
MID3104,Navigating childbearing challenges,med,"This practice unit complements the theory unit Childbearing obstacles and will focus on students developing their knowledge and skills relating to the obstacles women may experience during pregnancy, labour and birth and the first weeks after birth. Emphasis is given to the recognition of problems and the collaborative and referral role of the midwife. Whilst recognising the role of other healthcare practitioners, midwifery care will be central. Students will be introduced to the use of medical technology and obstetrical intervention whilst maintaining a woman-centred focus.","Two units in MID2004, MID2006 or MID2105.",
MID3105,Women's health: Women's business,med,"Through introduction of the broader womens health context, the unit explores the primary and collaborative role of the midwife working with women experiencing common women's health problems and their responses to these experiences. Students will be introduced to the physical and psychological aspects associated with selected womens health problems. The issue of women's experience of 'what is happening to me' and 'woman's sense of self' will be explored. The focus will be on fostering a positive self-image for women through facilitating participation in informed decision-making and taking responsibility for self-care and optimising wellness.","MID1001,MID2004, MID2006, MID2102; either MID2000 or both MID1002 and MID1003",
MID3110,Professional midwifery practice,med,"This unit provides students with a comprehensive and clinically meaningful final preparation for transition to practice as a competent beginning level midwife. The unit provides students with the opportunity to explore in detail a range of midwifery and medically led models of care and the midwifery leadership necessary to promote the profession, providing childbearing women with choice in the care they receive. Students are provided with the opportunity to explore contemporary midwifery practice, regulatory and professional issues and identify evidence informed midwifery practices.",MID3000.,
MID3201,Midwifery practice elective,med,"This practice unit provides students with a comprehensive and clinically meaningful final preparation for transition to practice as a competent first level registered midwife, in an area of their choosing. The unit utilises principles of adult learning to enable students to explore an area of special interest such as midwifery practice in rural and remote locations, neonatal intensive care nursery and care of childbearing women at risk.",MID3000 OR MID3103 and MID3104.,
MID3202,Supporting the newborn infant,med,"The unit will prepare students with the theoretical knowledge and skills to assess, examine and initiate emergency management on the newborn infant. Anatomy and physiology relating to the newborn infant and human lactation will be explored. Students will develop an understanding of multidisciplinary care and collaborative practice in the management of sick newborn infants in a Level II Nursery. In addition, students will critically analyze all nutritional choices for well and sick babies and develop an understanding of the socio-cultural elements surrounding the care of newborn and their families.","{MID2004, MID2105} OR Must have passed {MID2010}.","MID2107, MID2108, MID2109."
MID4001,Preparation for practice (midwifery),med,"This unit focuses on the interplay between the socio-political issues that pervade the clinical arena of midwifery and population health consideration. These include for example how economic and class factors impact on vulnerable populations who are pregnant or giving birth. It facilitates the student to a greater understanding of vulnerability in childbearing women. The unit also includes issues such as violence within the family, child abuse, sexual assault drug abuse and associated pathologies. The special needs of Indigenous women and their families will be addressed. Additionally, the birthing needs of refugees and asylum seekers and their families will be explored. The emphasis of the unit will be grounded in the philosophy of adult learning encouraging the student to be self-directed in the identification of their learning needs.","MID3000, or MID3103 and MID3104.",
MID5001,Woman midwife partnerships and normal childbearing,med,"An introduction to normal pregnancy and childbirth and the role of the midwife in providing care for women. This unit will provide the foundational knowledge to enable midwifery students to provide safe and effective midwifery care to healthy mothers and babies across the childbearing continuum, incorporating anatomy and  physiology and the evidence basis for maternity care. The focus will be on the role of the midwife as a primary carer and working in partnership with women.",,
MID5002,Woman midwife partnerships and complex childbearing,med,"An introduction to complex pregnancy and childbirth and the role of the midwife in providing care for women experiencing problems. Students will develop their existing knowledge/skills by working with women and other members of the healthcare team when problems arise during pregnancy, labour & birth, and the first weeks after birth. The students will also acquire foundational knowledge of the care of babies with special needs. Students will have the opportunity to study the circumstances that commonly result in a baby being admitted to a Level Two Nursery. The issues confronting the infant and family during this period will be explored and the role of the midwife in facilitating health and wellbeing of the family. Students will reflect upon and debate the ethico-legal issues involved in care of the baby with special needs. Emphasis is given to the collaborative role of the midwife, consultation and referral, use of medical technology & intervention, and the implications for women, their babies, and midwives themselves.",MID5001.,
MID5003,Midwifery and maternity in context,med,"This unit addresses the need for students to adequately understand what it means to be a professional midwife through exploring issues that impact upon the role of the midwife. These issues include socio-cultural, historical, political, regulatory, legal, ethical and institutional factors that affect midwifery and maternity service delivery at local, national and international levels. Against these factors the role of midwifery as primary health care will be explored in relation to health promotion and education in pregnancy, birth, parenting and lactation, and fertility regulation. This unit works to put into context for the student, the nature and scope of midwifery practice, its interaction and relationships with powerful others in the maternity service milieu, its relationship to consumer activist and advocacy groups, and its role in the community.","MID5001, MID5002.",
MID5004,Becoming a midwife,med,"Consolidation of midwifery practice is required for students to be able to effectively function as registered midwives on completion of their course. This unit provides students with a comprehensive and clinically focused preparation and assessment for transition to practice as competent registered midwives. Students will have the opportunity to apply the theory explored throughout the course to extend and develop confidence in their practice. It is required that students will be employed in midwifery practice for a minimum of 4 days per fortnight in addition to their studies. Individual learning objectives will enable students to undertake a critique of institutional practices, policies, procedures and protocols whilst engaged in remediation, consolidation or extension of midwifery practice skills.","MID5001, MID5002, MID5003.",
MID5005,Advancing midwifery practice,med," Advancing Midwifery Practice is a 12 Credit Point theory and practice unit designed to meet the needs of students wishing to develop advanced midwifery skills and knowledge within particular contexts. Midwifery practice in Australia and overseas is increasingly faced with women requiring technological solutions to complex clinical situations. Obstetrics as a profession is shrinking in numbers, and the impact of a lack of professional indemnity insurance has forced the reordering of maternity services. Government policies and reports advocate for an increased role for midwifery in the provision of maternity services at all levels of risk. In many countries around the world midwifery is at the forefront of a range of complexity of maternity care, but the preparation of midwives for complex practice is ad hoc and poorly realised.This Unit aims to prepare midwives with the knowledge for skills development in complex clinical situations. The unit is structured to allow flexibility and individualisation of the content to better meet the needs of individual practitioners and their practice settings. Theoretical knowledge will include pathophysiology, technology, evidence and practice issues related to skills clusters. These clusters include: Prenatal, Perinatal, Postnatal and High Risk.Opportunities will be given for students to participate in an inter-professional workshop with medical students to acquire some complex clinical skills. Students will understand the requirement and processes necessary for evidence based practice and will gain skills for its implementation in an environment that might be resistant. Students will have the opportunity to critique self and context in relation to evidence in practice. Students will also identify potential for developing collegial and collaborative relationships to other maternity service providers within a practice setting (eg medical practitioners, allied health professionals, nurses and community groups). Portfolio of work, tutorial presentations and participation.",,
MID5006,Public and primary health care in midwifery,med,"This unit introduces students to the interrelationship of midwifery practice, maternity care and public health. The impact of maternity care on maternal and infant health will be discussed within the context of its social determinants. The role of midwifery and maternity care in improving perinatal outcomes for disadvantaged women and families will be discussed and debated. Against these factors the role of midwifery as primary health care will be explored in relation to health promotion and education in pregnancy, birth, parenting and lactation, and fertility regulation. This unit works to put into context for the student, the nature and scope of midwifery practice and places it as central to securing improved maternal and infant health outcomes.","MID5001, MID5002.",
MID5007,Contextual and professional issues in midwifery,med,"This unit addresses the need for students to understand what it means to be a midwife by exploring a range of contextual and professional issues. These will include socio-cultural, historical, political, regulatory, legal, ethical and institutional factors that affect midwifery and maternity services at local, national and international levels. This unit also provides students with a consolidation of midwifery clinical practice to support the transition to registered midwife.  Individual learning objectives will enable students to undertake a critique of institutional practices, policies, procedures and protocols.","MID5001, MID5002, MID5006.",
MIMR5001,Master of biomedical science (Part 1): Monash Institute of Medical Research PT,med,"This unit comprises a major research program including submission of a thesis. The thesis should embody the results of the candidate's investigation, which demonstrates independence of thought and the candidate's ability to carry out research in that discipline. Minor coursework such as a literature review and oral presentation is specified by the enrolling department.",,
MIS4100,Regenerative medicine research project,sci,"The Honours year aims to develop analytic abilities, research skills, and communication skills, as well as provide students with advanced knowledge in specific areas of: heart and muscle development and regeneration immunity and regeneration stem cells, cancer and regeneration neural regeneration.In this unit, training is in the context of a scientific project, with an aim to train students in cutting edge scientific techniques as well as developing broad generic skills. Students undertake a supervised research project of a publishable standard that forms the basis of a thesis due at the end of the year. Students will also present seminars on their research throughout the year.","A Distinction average in 24 points at level three in PHY, DEV, GEN, IMM or BCH units or an approved relevant discipline; or 18 points of PHY, DEV, GEN, IMM or BCH units and 6 points in an approved relevant discipline.",
MIS4200,Advanced studies in regenerative medicine,sci,"The unit aims to develop analytical abilities and communication skills, as well as provide students with advanced knowledge in specific areas of Regenerative Medicine and Biomedical Science. Students will undertake an oral presentation of a current issue in the Biomedical/Biotechnological/Regenerative Medical field  and a written critique of a scientific article. Students will also undertake a component of work within their selected discipline that is unrelated to their specific research component and which involves some level of advanced theoretical training. Candidates may commence at the beginning of either first or second semester.","A Distinction average in 24 points of level three PHY, DEV, GEN, IMM or BCH units or approved relevant discipline; or 18 points of PHY, DEV, GEN, IMM or BCH units and 6 points in approved relevant discipline.",
MKB1200,Principles of marketing,buseco,Principles of marketing introduces students to the broad discipline of marketing. It encompasses marketing's role in a dynamic business environment and introduces students to the concepts and strategies employed by marketers. The aim of the unit is to provide students with the conceptual skills necessary to identify and solve marketing problems. The unit provides a foundation for those students seeking to pursue further study in marketing; however it covers the broad scope of marketing for those students undertaking only one marketing unit.,,"MKC1200, MKF1120, MKW1120, MKG1120, MKP1120"
MKB2402,Consumer behaviour,buseco,Consumer behaviour explores the internal psychological factors that influence consumers in both the B2C and B2B contexts. It also provides a broad understanding of the potential for external social factors to influence the purchase decisions and behaviours of consumers. The concepts covered in this unit offer insight into the ways in which organisational strategies and tactics are shaped by two-way dialogue with consumers.,MKB1200,
MKB2420,Marketing research methods,buseco,"Marketing research provides students with a broad understanding of the entire marketing research process. This includes understanding the marketing research decision process, research design, sampling, data collection, data analysis and how to prepare a marketing research proposal and report.",MKB1200,MKP2720
MKB2500,Retail management principles,buseco,"This unit introduces the students to retailing from a management perspective. This includes the evolution of retailing; retail organisations and their structure; retail environment and the challenges; formulating and implementing retail strategy; merchandise management; retail pricing and communication mix; transportation and logistics; customer service; store location, layout and presentation; retail performance measurement.",MKB1200,
MKB2521,Brand management,buseco,"A brand is much more than a logo, a symbol, a sign or device, or simply the result of clever advertising. It helps to communicate value and create and deliver that value. Branding is a promise of value for customers. It helps to attract and, if it is true and accurate, keep customers. It provides an extra element of understanding or meaning, for customers as they form opinions and make purchase decisions from a variety of competing offerings. There is strong industry demand for graduates with a thorough understanding of branding. While this unit is primarily for students undertaking a major in marketing it is offered to any student with a prerequisite of an introductory marketing unit.",MKB1200,
MKB2600,Tourism marketing,buseco,Tourism marketing provides students with a broad understanding of how key marketing concepts and theories can be applied to the tourism sector.,MKB1200 or MKP1120,"MKP2600, MKW2600"
MKB3301,Services Marketing,buseco,"Services marketing provides students with a broad understanding of the application of marketing concepts and theories to the services sector. This includes understanding service design and delivery, customer service, service quality measurement and internal marketing.",MKB1200,
MKB3461,Marketing communication,buseco,"The primary aim of this unit is to explore the use of marketing communication to build and sustain brands, based on knowledge of how communication works; the institutions which participate in the process and practical business processes necessary to achieve and measure defined communication goals. In particular, students will be able to understand the integrated nature of communication and develop a full appreciation of advertising, sales promotion, public relations, publicity and direct marketing in a digital and contemporary environment.",MKB2402,"MKC3460, MKF3461, MKG2460, MKW2460"
MKB3531,International marketing,buseco,"International marketing explores the application of marketing concepts and theories to the international environment. It also provides a broad understanding of how economic, political, geographic, demographic, cultural and other international factors influence marketing strategy. The concepts covered in this unit offer insight into the relative value of alternative marketing strategies in different international markets.",,
MKB3881,Digital marketing,buseco,"Digital marketing explores different aspects of the digital landscape and how to integrate digital technologies into the marketing mix. It also provides a broad understanding of the various digital marketing tools, and the application of these tools in the rapidly changing digital environment.",MKB1200,MKF3881
MKC1200,Principles of marketing,buseco,Have you ever wondered what marketing is all about? This unit is designed to introduce students to the essential elements of marketing. It encompasses marketing's role in a dynamic business environment and leads students to understand how organisations use the principles of marketing to meet the needs of their customers and achieve their objectives. This unit provides a foundation for those students seeking to pursue further study of specialist marketing units; however it covers the broad scope of marketing sufficient for those students undertaking only one marketing unit.,,"MKB1200, MKF1120, MKG1120, MKW1120"
MKC2110,Buyer behaviour in marketing,buseco,"A study of the factors that influence, explain and help predict consumption behaviour in both individuals and organisations. How concepts and theories developed in the social sciences provide the theoretical background to understand individual, cultural and group influences on the behaviour of consumers. Examines the use marketers make of this information in developing marketing strategies, predicting behaviour and influencing consumers.",MKC1200,"MKB2402, MKF2111, MKG2402, MKP2700, MKP2701, MKW2111, MKW2402"
MKC2130,Marketing decision analysis,buseco,"In the current information age, the value of marketing analytics in decision making is enormous. The Marketing Decision Analysis unit aims to provide students with the analytical knowledge and reasoning skills to analyse data, evaluate strategies and develop optimal decisions for a range of marketing issues. Students will be exposed to metrics and models that will assist them in making sound decisions and developing effective and efficient marketing programs.",Students must have passed MKC1200 and ETC1000 before undertaking this unit.,"MKF2131, MKW2131"
MKC2500,Marketing research analysis,buseco,"This unit introduces sample survey methods, statistical techniques for the analysis of survey data and also introduces qualitative research techniques. It provides students with the knowledge and skills required to understand the role research methods play in problem identification, decision making, strategy development, marketing planning and the evaluation of marketing performance.",ETC1000 and MKC1200,"ETC2500, MKB2420, MKF2121, MKG2420, MKW2420"
MKC2610,Strategic retailing in the global market,buseco,"Strategic retail marketing is critical to maintain a company's competitive advantage and to manage retail operations effectively and efficiently. This unit aims to assist students to acquire a deeper understanding of the current retail environment in Australia and overseas. Students will study the global forces and local marketing trends that affect retailing strategies in both domestic and international markets. The issues to be considered when exporting or importing both product and retail brands will be studied. In addition to acknowledging the importance of brands in retail, this unit highlights various functions of brand management for developing successful retail strategies in the rapidly changing retail market.",MKC1200,"MKB2500, MKB2521, MKB3531, MKX1500, MKF2521, MKG3444, MKF3531, MKF2540, MKC3220"
MKC3110,Market analysis and strategy development,buseco,"This unit applies a market focus to the process of analysis and strategy development. Using marketing planning as a framework, the contribution of marketing strategies to the attainment of firm goals is explored.",MKC2110,"MKC2210, MKC3130"
MKC3130,Strategic issues in marketing,buseco,"This subject integrates the conceptual knowledge and skills developed in earlier marketing subjects and sharpens students' abilities to analyse, evaluate and implement marketing strategies. The subject emphasises strategic analysis and the process of decision making in a marketing management context.",MKC2210,"MKF3131, MKG3440, MKW3131, MKW3440"
MKC3140,Marketing strategy implementation,buseco,"This unit forms the capstone of the marketing major and integrates the conceptual knowledge and skills developed in earlier marketing units and sharpens students' abilities to evaluate and implement marketing strategies. Particular emphasis is placed on implementing marketing, from action plans at the functional level through to creating a market oriented organisational culture.",MKC3110,"MKC3120, MKF3121"
MKC3220,International marketing,buseco,"In a largely deregulated economy companies which retain a domestic focus have found themselves facing increasing international competition and declining market opportunities. Thus, no market can exist without acknowledging international forces, trends and pressures. International trade, investment and service markets have been the fastest growing sectors of the world economy since the end of WWII. The dynamic growth of international markets and global marketing has evolved in a context of fundamental underlying forces and concepts. Electronic marketing; globalisation; standardisation; customisation; and horizontal management structures are some of those influences.",MKC1200,"MKB3531, MKF3531, MKF3761, MKG3444, MKW3444"
MKC3300,Marketing law,buseco,"The legal framework which operates in relation to marketing decisions and practice. The impact of common law, legislation and self-regulating codes of practice in the market place. Particular topics include intellectual property rights, product development and promotion, product safety and quality, the regulation of unfair and anti-competitive conduct, franchising and electronic marketing and the law.",BTC1110 and MKC1200,"BTB3281, BTC3300, BTF3181, BTW3281"
MKC3460,Integrated marketing communication,buseco,"This unit builds on MKC1200 by extending the issues relating to communication. Conceptual framework for the planning, integration and control of the communication process; determining the communication options available to organisations; developing realistic communication objectives for different types of marketing communication; budgeting and allocating resources to the communication elements within the budget. Evaluating the effectiveness of the marketing communication plan and the strategic use of the techniques of advertising, sales promotion, publicity/PR and personal selling, sponsorship, direct marketing and the use of communication in electronic commerce.",MKC2110,"MKG2460, MKF3461, MKW3461, MKW2460, MKW2211"
MKC3500,Survey data analysis,buseco,"Introduction to multivariate statistical techniques for the analysis of survey data and models to analyse the discrete choice behaviour of individuals. Topics include multivariate analysis of variance, principal components analysis, factor analysis, correspondence analysis and models of discrete choice behaviour. Statistical software and case studies will be utilised during this subject and students will apply the techniques to a variety of practical problems.","At least one of ETC2400, ETC2410, ETC2430, ETC2450, ETC2500/MKC2500","ETC3500, ETC4350, ETF3500, MKF3500"
MKF1120,Marketing theory and practice,buseco,"This unit provides students with an introduction to the discipline of marketing. It encompasses marketing's role in a dynamic organisational environment and introduces students to the concepts and strategies employed by marketers to create value for organisations and their stakeholders. The unit provides a foundation for those students seeking to pursue further study in marketing, however it also provides an insight into the interrelationship between marketing and other disciplines.",,"MKB1200, MKC1200, MKG1120, MKP1120, MKW1120"
MKF2111,Buyer behaviour,buseco,"This unit draws upon the concepts and theories developed in the social sciences to provide students with insight into the drivers of consumer behaviour. The knowledge obtained in this unit can be of significant benefit to both individual consumers, who can use it to make better consumption decisions, and to organisations who can apply it to develop more effective marketing strategies.","MKF1120, MKW1120 or MKP1120","MKC2110, MKG2402, MKP2700, MKP2701, MKW2111, MKW2402"
MKF2121,Marketing research methods,buseco,"The process of marketing research. Role of research in the marketing decision process. Developing key outputs -- brief, proposal, report. Planning and managing a research project. Qualitative and quantitative research techniques. Statistical analysis, marketing interpretation and reporting.",MKF1120,"ETC2500, MKB2420, MKW2420, MKC2500, MKG2420"
MKF2131,Marketing decision analysis,buseco,"With increasing availability of data and computing power, more and more companies are using data driven decision making, and data is becoming the heart of the corporate decision making process. In this unit, you will learn the power of marketing analytics and its effectiveness in making better decisions. Working with multiple marketing metrics and models, you will develop skills to identify problems, analyse data and develop optimal decisions for various marketing issues.",MKF2121,"MKC2130, MKW2131"
MKF2401,Marketing issues in packaging design,buseco,"Is there anyone who doesn't interact with packaging? What is the right kind of package? Packaging is part of doing business. It's part of marketing strategy. With more than thirty-five thousand different products lining the shelves and aisles of our stores, it's important for marketers to understand the role of packaging as it supports products in the marketplace. This unit introduces students to the importance of packaging and the social, economic, environmental and sustainable components that are driving packaging decisions. Through a focused studio component, students design and create their own packages.",MKF1120 or equivalent,
MKF2521,Brand management,buseco,"A brand is much more than a logo, a symbol, a sign or device, or simply the result of clever advertising. It helps to communicate value and create and deliver that value. Branding is a promise of value for customers. It helps to attract and, if it is true and accurate, keep customers. It provides an extra element of understanding or meaning, for customers as they form opinions and make purchase decisions from a variety of competing offerings. There is strong industry demand for graduates with a thorough understanding of branding. While this unit is primarily for students undertaking a major in marketing it is offered to any student with a prerequisite of an introductory marketing unit.",MKF1120 or MKP1120,MKB2521
MKF2540,Retail management principles,buseco,"An overview of retailing from a management perspective. The development of retailing; the Australian retail industry and its environment; merchandising planning, control and distribution; pricing merchandise; selling and sales promotion; store location, layout and presentation.",MKF1120,
MKF2801,Marketing insights,buseco,"This unit bridges the market research process and strategy development by introducing students to industry and competitor analysis, as well as trend and consumer insight techniques, through the synthesis of secondary data. Understanding these macro insights is a fundamental part of the marketing landscape. By forecasting trends, managers can better understand what drives and motivates consumers. The synthesis of such secondary data can greatly assist in the development of successful marketing strategies.",MKF1120,
MKF3001,Special studies unit,buseco,"Proposals to undertake a special studies subject should be prepared before the start of the semester, in order for the student to arrange a supervisor and finalise a viable study program (with a written contract detailing performance requirements and assessment methods).",Permission required,
MKF3121,Marketing planning and implementation,buseco,The development of corporate marketing strategies; marketing planning procedure; evaluation and control in marketing planning; Australian case studies in corporate marketing planning and strategy. Concepts of product management; designing a product strategy; monitoring planning/marketing.," For students in B2003, B20033, B2012, B2013, B2018 must have passed MKF1120 and MKF2111 and MKF2801 and one more (any) Marketing unit.For students in any other courses (pre 2016)  must have passed MKF1120, MKF2111 and any two other Marketing units.","MKG3121, MKW3121"
MKF3131,Strategic marketing,buseco,"Using the case study method this unit provides an analytical framework from which students can explore how marketing strategy is applied throughout a variety of industries. Students will be taught how to analyse, evaluate and implement marketing strategy. A theoretical grounding in introductory marketing, marketing research, buyer behaviour and communications is essential to students undertaking this unit.",MKF2111 and MKF3121,"MKC3130, MKG3440, MKW3131, MKW3440"
MKF3141,Issues in competitive advantage,buseco,"The unit is designed to sensitise students to the issues which affect a firm's ability to compete effectively, and from which competitive advantage is derived.",MKF1120 and any four second level units from Faculty of Business and Economics.,
MKF3151,Marketing planning and strategy,buseco,"This unit emphasises the role of marketing decision making in contemporary organisations, with particular focus on the marketing planning role and the formulation of marketing strategies.","MKF1120, MKF2111","MKC3131, MKC3140, MKC3110, MKF3121, MKF3131. Students enrolled in courses B2003, B2013, B2012, B2018."
MKF3301,Services marketing,buseco,"An in-depth analysis of the marketing techniques that apply to service organisations and industries including service design and delivery, customer service, service quality measurement and internal marketing.",MKF1120,
MKF3461,Marketing communication,buseco,"The primary aim of this unit is to explore the use of marketing communication to build and sustain brands, based on knowledge of how communication works, the institutions which participate in the process and the practical business processes necessary to achieve and measure defined communication goals.  In particular, students will be able to understand the integrated nature of communication and develop a full appreciation of advertising, sales promotion, public relations, publicity and direct marketing in a digital and contemporary environment.",MKF2111 or MKP2700.,"MKC3460, MKG2460, MKP2702, MKW2211, MKW2460"
MKF3471,Sales management and negotiation,buseco,"Customer contact and relations. A broad overview of the sales area focusing on business to business and person to person activities. Issues include interpersonal persuasion and influence. In addition to these knowledge-based topics, the unit exposes students to practical interpersonal skills involving persuasive group presentations, negotiations and sales. It covers areas of management, which focus on buying-centre/selling team relationships. There is a focus on the relationship between the functions of marketing and sales within organisations and the effect on corporate performance.",MKF1120 or MKW1120,"MKG3442, MKW3442"
MKF3500,Survey data analysis,buseco,"Introduction to multivariate statistical techniques for the analysis of survey data and models to analyse the discrete choice behaviour of individuals. Topics include multivariate analysis of variance, principal components analysis, factor analysis, correspondence analysis and models of discrete choice behaviour. Statistical software and case studies will be utilised during this unit and students will apply the techniques to a variety of practical problems.","ETX2111, ETX2121 or MKF2121","ETC3500, ETF3500, MKC3500"
MKF3531,International marketing,buseco,"Contemporary issues in international trade and their potential to impact on the marketing initiative of companies; the economic, political, geographic, demographic and cultural issues which influence national business environments; the conduct and outcome of market research in other countries.",MKF1120 or MKW1120,"MKB3531, MKC3220, MKW3444, MKG3444"
MKF3621,Advertising management and campaigns,buseco,"Do you want to understand the strategic and creative thinking needed to develop successful advertising like the memorable 'Happy Little Vegemite' campaign and Metro's viral sensation, 'Dumb Ways to Die'? If so, this unit is for you! In Advertising Management and Campaigns, students will utilise concepts of synergy and integration to design and execute a real world strategic advertising campaign, putting theory into practice. Students also walk away with in-depth knowledge of the advertising industry and the relationships that exist within. With a priority on industry engagement, students will gain the skills and knowledge to confidently begin a career in the advertising industry.",MKF3461,"MKX3621, MKX3671"
MKF3710,Specialised applications in marketing,buseco,"This unit will introduce students to the unique features of marketing in specialised contexts. Students will explore the similarities and differences across diverse sectors, using global examples. The unit helps students develop skills for addressing the unique challenges faced by marketers in specialised contexts.",MKF2111 and MKF2801.,
